School Name,State,School Sector,School Type,ABS Remoteness Area Name,Latitude,Longitude
Brinkworth Primary and Early Childhood Centre,SA,Government,Primary,Outer Regional,-33.68829943,138.4042136
Cleve Area School,SA,Government,Combined,Remote,-33.699647,136.497429
Cummins Area School,SA,Government,Combined,Remote,-34.263356,135.72233
Eudunda Area School,SA,Government,Combined,Inner Regional,-34.183042,139.091288
Karoonda Area School,SA,Government,Combined,Outer Regional,-35.092167,139.89422
Keith Area School,SA,Government,Combined,Outer Regional,-36.099603,140.351249
Kangaroo Island Community Education,SA,Government,Combined,Remote,-35.650387,137.633343
Lameroo Regional Community School,SA,Government,Combined,Remote,-35.331434,140.522579
Loxton Primary School,SA,Government,Primary,Outer Regional,-34.451324,140.567155
Central Yorke School,SA,Government,Combined,Outer Regional,-34.368261,137.673481
Oakbank School,SA,Government,Combined,Inner Regional,-34.988726,138.837232
Penola Primary School,SA,Government,Primary,Outer Regional,-37.379147,140.833229
Pinnaroo Primary School,SA,Government,Primary,Remote,-35.255862,140.907922
Wudinna Area School,SA,Government,Combined,Very Remote,-33.044622,135.462876
Yankalilla Area School,SA,Government,Combined,Inner Regional,-35.4533,138.333092
Yorketown Area School,SA,Government,Combined,Remote,-35.015376,137.615442
Adelaide High School,SA,Government,Secondary,Major Cities,-34.925733,138.586678
Balaklava High School,SA,Government,Secondary,Inner Regional,-34.1503,138.41511
Birdwood High School,SA,Government,Secondary,Inner Regional,-34.821593,138.959001
Booleroo Centre District School,SA,Government,Combined,Outer Regional,-32.8776,138.35
Clare High School,SA,Government,Secondary,Inner Regional,-33.822384,138.596522
Gawler and District College B-12,SA,Government,Combined,Major Cities,-34.619476,138.736184
Gladstone High School,SA,Government,Secondary,Outer Regional,-33.27380028,138.3523416
Jamestown Community School,SA,Government,Combined,Outer Regional,-33.204904,138.609566
Kadina Memorial School,SA,Government,Combined,Outer Regional,-33.9627,137.708
Kapunda High School,SA,Government,Secondary,Inner Regional,-34.332945,138.910495
Millicent High School,SA,Government,Secondary,Outer Regional,-37.590971,140.358711
Minlaton District School,SA,Government,Combined,Outer Regional,-34.765873,137.593581
Mount Barker High School,SA,Government,Secondary,Major Cities,-35.074991,138.85705
Mount Gambier High School,SA,Government,Secondary,Outer Regional,-37.826147,140.765689
Murray Bridge High School,SA,Government,Secondary,Inner Regional,-35.135051,139.285294
Naracoorte High School,SA,Government,Secondary,Outer Regional,-36.948548,140.726873
Norwood International High School,SA,Government,Secondary,Major Cities,-34.918101,138.672233
Nuriootpa High School,SA,Government,Secondary,Inner Regional,-34.470127,139.003304
Peterborough High School,SA,Government,Secondary,Outer Regional,-32.9787,138.836212
Port Augusta Secondary School,SA,Government,Secondary,Outer Regional,-32.493756,137.768758
Port Lincoln High School,SA,Government,Secondary,Remote,-34.723847,135.853942
John Pirie Secondary School,SA,Government,Secondary,Outer Regional,-33.183024,138.010153
Quorn Area School,SA,Government,Combined,Outer Regional,-32.348904,138.036572
Renmark High School,SA,Government,Secondary,Outer Regional,-34.172088,140.741263
Riverton and District High School,SA,Government,Secondary,Inner Regional,-34.156173,138.749643
Unley High School,SA,Government,Secondary,Major Cities,-34.970162,138.620336
Urrbrae Agricultural High School,SA,Government,Secondary,Major Cities,-34.966958,138.625341
Victor Harbor High School,SA,Government,Secondary,Inner Regional,-35.556148,138.611226
Waikerie High School,SA,Government,Secondary,Outer Regional,-34.184584,139.973102
Woodville High School,SA,Government,Secondary,Major Cities,-34.872943,138.540808
Brighton Secondary School,SA,Government,Secondary,Major Cities,-35.003619,138.519676
Findon High School,SA,Government,Secondary,Major Cities,-34.898332,138.526613
Henley High School,SA,Government,Secondary,Major Cities,-34.92287645,138.5012686
Le Fevre High School,SA,Government,Secondary,Major Cities,-34.845622,138.484995
Marryatville High School,SA,Government,Secondary,Major Cities,-34.9291,138.645443
Hamilton Secondary College,SA,Government,Secondary,Major Cities,-34.99837,138.560781
Elizabeth North Primary School,SA,Government,Primary,Major Cities,-34.703341,138.674156
The Grove Education Centre,SA,Government,Combined,Major Cities,-34.873425,138.544354
Raukkan Aboriginal School,SA,Government,Primary,Outer Regional,-35.50823405,139.1315622
Open Access College,SA,Government,Combined,Major Cities,-34.891954,138.63523
Salisbury High School,SA,Government,Secondary,Major Cities,-34.755983,138.640772
Seaview High School,SA,Government,Secondary,Major Cities,-35.030039,138.547313
Bordertown High School,SA,Government,Secondary,Outer Regional,-36.31465,140.76598
Loxton High School,SA,Government,Secondary,Outer Regional,-34.443732,140.584808
Elizabeth Grove Primary School,SA,Government,Primary,Major Cities,-34.731832,138.671495
Klemzig Primary School,SA,Government,Primary,Major Cities,-34.877176,138.637665
Kirton Point Primary School,SA,Government,Primary,Remote,-34.731891,135.868237
Mitcham Girls High School,SA,Government,Secondary,Major Cities,-34.969865,138.610036
Blackwood High School,SA,Government,Secondary,Major Cities,-35.026849,138.605897
Avenues College,SA,Government,Combined,Major Cities,-34.861073,138.656806
Plympton International College,SA,Government,Combined,Major Cities,-34.964442,138.547829
Ocean View P-12 College,SA,Government,Combined,Major Cities,-34.805538,138.498125
Willunga High School,SA,Government,Secondary,Major Cities,-35.263056,138.555471
Playford International College,SA,Government,Secondary,Major Cities,-34.723738,138.665902
Lockleys North Primary School,SA,Government,Primary,Major Cities,-34.920591,138.537668
Seacliff Primary School,SA,Government,Primary,Major Cities,-35.037444,138.523767
Coober Pedy Area School,SA,Government,Combined,Very Remote,-29.012416,134.752049
Christies Beach Primary School,SA,Government,Primary,Major Cities,-35.138009,138.479076
Stradbroke School,SA,Government,Primary,Major Cities,-34.89348,138.684457
Ingle Farm East Primary School,SA,Government,Primary,Major Cities,-34.833826,138.651948
Heathfield High School,SA,Government,Secondary,Major Cities,-35.020536,138.712609
Glenunga International High School,SA,Government,Secondary,Major Cities,-34.949336,138.635192
Grant High School,SA,Government,Secondary,Outer Regional,-37.84719,140.796014
Penola High School,SA,Government,Secondary,Outer Regional,-37.373662,140.843789
Clovelly Park Primary School,SA,Government,Primary,Major Cities,-34.998429,138.565416
Warradale Primary School,SA,Government,Primary,Major Cities,-35.003708,138.537005
Fulham Gardens Primary School,SA,Government,Primary,Major Cities,-34.912392,138.503289
Para Hills School,SA,Government,Primary,Major Cities,-34.812358,138.653129
Naracoorte South Primary School,SA,Government,Primary,Outer Regional,-36.97269,140.746742
Hincks Avenue Primary School,SA,Government,Primary,Outer Regional,-33.018515,137.544825
Seaton High School,SA,Government,Secondary,Major Cities,-34.886112,138.505556
Elizabeth East Primary School,SA,Government,Primary,Major Cities,-34.725069,138.677471
Elizabeth Downs Primary School,SA,Government,Primary,Major Cities,-34.698783,138.69474
Elizabeth Park Primary School,SA,Government,Primary,Major Cities,-34.712946,138.684899
Elizabeth Vale Primary School,SA,Government,Primary,Major Cities,-34.746118,138.669137
Murray Bridge South Primary School,SA,Government,Primary,Inner Regional,-35.132254,139.282374
Clapham Primary School,SA,Government,Primary,Major Cities,-34.99406,138.604347
Mount Gambier North Primary School,SA,Government,Primary,Outer Regional,-37.81683,140.775534
Kangaroo Inn Area School,SA,Government,Combined,Outer Regional,-37.337672,140.244361
Riverland Special School,SA,Government,Combined,Outer Regional,-34.27839455,140.6106734
Modbury High School,SA,Government,Secondary,Major Cities,-34.836789,138.697008
Underdale High School,SA,Government,Secondary,Major Cities,-34.918948,138.544174
Vale Park Primary School,SA,Government,Primary,Major Cities,-34.885256,138.626323
Fisk Street Primary School,SA,Government,Primary,Outer Regional,-33.0166545,137.532355
Newbery Park Primary School,SA,Government,Primary,Outer Regional,-37.60813772,140.3625082
East Torrens Primary School,SA,Government,Primary,Major Cities,-34.889946,138.666334
Hawthorndene Primary School,SA,Government,Primary,Major Cities,-35.020774,138.636088
Paradise Primary School,SA,Government,Primary,Major Cities,-34.870802,138.68457
Springbank Secondary College,SA,Government,Secondary,Major Cities,-34.993333,138.590102
Craigmore High School,SA,Government,Secondary,Major Cities,-34.69116,138.701176
Airdale Primary School,SA,Government,Primary,Outer Regional,-33.200515,137.990371
Carlton School,SA,Government,Combined,Outer Regional,-32.489832,137.77222
Dernancourt School,SA,Government,Primary,Major Cities,-34.861164,138.673148
Brahma Lodge Primary School,SA,Government,Primary,Major Cities,-34.775528,138.650326
Seaview Downs Primary School,SA,Government,Primary,Major Cities,-35.041379,138.536114
Mawson Lakes School,SA,Government,Primary,Major Cities,-34.809171,138.61436
Augusta Park Primary School,SA,Government,Primary,Outer Regional,-32.495595,137.784949
Marion Primary School,SA,Government,Primary,Major Cities,-35.00407914,138.5556447
Wandana Primary School,SA,Government,Primary,Major Cities,-34.849122,138.661511
Kidman Park Primary School,SA,Government,Primary,Major Cities,-34.911672,138.523797
Adelaide East Education Centre,SA,Government,Secondary,Major Cities,-34.873042,138.672971
Yalata Anangu School,SA,Government,Combined,Very Remote,-31.480046,131.843571
Amata Anangu School,SA,Government,Combined,Very Remote,-26.152169,131.137746
Koonibba Aboriginal School,SA,Government,Primary,Very Remote,-31.902744,133.425975
West Beach Primary School,SA,Government,Primary,Major Cities,-34.937821,138.508809
Gawler East Primary School,SA,Government,Primary,Major Cities,-34.598085,138.761294
Oak Valley Aboriginal School,SA,Government,Combined,Very Remote,-29.402589,130.738549
Salisbury East High School,SA,Government,Secondary,Major Cities,-34.775903,138.667185
Christies Beach High School,SA,Government,Secondary,Major Cities,-35.136982,138.497694
SA School and Services for Vision Impaired,SA,Government,Primary,Major Cities,-34.991605,138.555007
Banksia Park School R-6,SA,Government,Primary,Major Cities,-34.808854,138.72609
Charles Campbell College,SA,Government,Combined,Major Cities,-34.87462435,138.6732658
Ernabella Anangu School,SA,Government,Combined,Very Remote,-26.283792,132.135237
Taparra Primary School,SA,Government,Primary,Major Cities,-34.706102,138.685487
East Marden Primary School,SA,Government,Primary,Major Cities,-34.881964,138.65353
Reynella South Primary School,SA,Government,Primary,Major Cities,-35.103687,138.524457
Para Hills West Primary School,SA,Government,Primary,Major Cities,-34.8007059,138.6526764
Modbury South Primary School,SA,Government,Primary,Major Cities,-34.840321,138.697193
Para Vista Primary School,SA,Government,Primary,Major Cities,-34.830178,138.662895
Ridgehaven Primary School,SA,Government,Primary,Major Cities,-34.817978,138.710285
Hallett Cove East Primary School,SA,Government,Primary,Major Cities,-35.069288,138.518245
Hallett Cove South Primary School,SA,Government,Primary,Major Cities,-35.082581,138.503953
Woodend Primary School,SA,Government,Primary,Major Cities,-35.079379,138.533847
Pimpala Primary School,SA,Government,Primary,Major Cities,-35.112846,138.530333
O'Sullivan Beach Primary School,SA,Government,Primary,Major Cities,-35.125399,138.479637
Hackham East Primary School,SA,Government,Primary,Major Cities,-35.13973736,138.5334216
Huntfield Heights School P-6,SA,Government,Primary,Major Cities,-35.15342,138.518018
Noarlunga Downs Primary School,SA,Government,Primary,Major Cities,-35.150105,138.496303
Moana Primary School,SA,Government,Primary,Major Cities,-35.191836,138.474624
Redwood Park Primary School,SA,Government,Primary,Major Cities,-34.815018,138.701072
St Agnes School P - 6,SA,Government,Primary,Major Cities,-34.83106,138.718391
Lonsdale Heights Primary School,SA,Government,Primary,Major Cities,-35.124772,138.501556
Paralowie School,SA,Government,Combined,Major Cities,-34.75282923,138.6208942
Surrey Downs Primary School,SA,Government,Primary,Major Cities,-34.79966396,138.7134596
Fairview Park Primary School,SA,Government,Primary,Major Cities,-34.797794,138.731846
Banksia Park International High School,SA,Government,Secondary,Major Cities,-34.814401,138.726168
Miltaburra Area School,SA,Government,Combined,Very Remote,-32.375617,134.33113
Karcultaby Area School,SA,Government,Combined,Very Remote,-32.760606,134.974385
Long Street Primary School,SA,Government,Primary,Outer Regional,-33.038921,137.533009
East Para Primary School,SA,Government,Primary,Major Cities,-34.81765,138.666078
Karrendi Primary School,SA,Government,Primary,Major Cities,-34.790544,138.618502
Bellevue Heights Primary School,SA,Government,Primary,Major Cities,-35.028955,138.588869
Parafield Gardens High School,SA,Government,Secondary,Major Cities,-34.786022,138.618914
Salisbury Park Primary School,SA,Government,Primary,Major Cities,-34.759701,138.668718
Flaxmill School P-6,SA,Government,Primary,Major Cities,-35.127831,138.519309
Thorndon Park Primary School,SA,Government,Primary,Major Cities,-34.884079,138.693612
Lincoln Gardens Primary School,SA,Government,Primary,Remote,-34.741991,135.847525
Ingle Farm Primary School,SA,Government,Primary,Major Cities,-34.827631,138.643207
Braeview School,SA,Government,Primary,Major Cities,-35.080686,138.554101
Fulham North Primary School,SA,Government,Primary,Major Cities,-34.919552,138.505142
Mannum Community College,SA,Government,Combined,Inner Regional,-34.912544,139.303495
Indulkana Anangu School,SA,Government,Combined,Very Remote,-26.965582,133.310573
Salisbury Heights Primary School,SA,Government,Primary,Major Cities,-34.758984,138.678709
North Ingle School,SA,Government,Primary,Major Cities,-34.819255,138.64517
Valley View Secondary School,SA,Government,Secondary,Major Cities,-34.83428,138.656585
Morphett Vale East School,SA,Government,Primary,Major Cities,-35.121601,138.530921
Salisbury Downs Primary School,SA,Government,Primary,Major Cities,-34.771193,138.622667
Fregon Anangu School,SA,Government,Combined,Very Remote,-26.765074,132.028403
Gulfview Heights Primary School,SA,Government,Primary,Major Cities,-34.792078,138.668666
Westport Primary School,SA,Government,Primary,Major Cities,-34.855007,138.491158
South Port Primary School,SA,Government,Primary,Major Cities,-35.175691,138.472006
Glencoe Central Primary School,SA,Government,Primary,Outer Regional,-37.669641,140.594383
Craigburn Primary School,SA,Government,Primary,Major Cities,-35.056187,138.615495
West Lakes Shore School,SA,Government,Primary,Major Cities,-34.863454,138.481808
Torrensville Primary School,SA,Government,Primary,Major Cities,-34.919368,138.556719
Warriappendi Secondary School,SA,Government,Secondary,Major Cities,-34.91188387,138.5676691
Kilparrin Teaching and Assessment School and Services,SA,Government,Combined,Major Cities,-34.991605,138.555007
North Haven School,SA,Government,Primary,Major Cities,-34.790181,138.497846
Fraser Park Primary School,SA,Government,Primary,Inner Regional,-35.140404,139.281525
Flinders View Primary School,SA,Government,Primary,Outer Regional,-32.472843,137.753921
Port Augusta Special School,SA,Government,Combined,Outer Regional,-32.47313321,137.7521555
Modbury Special School,SA,Government,Combined,Major Cities,-34.840321,138.697193
Adelaide West Special Education Centre,SA,Government,Combined,Major Cities,-34.801247,138.494073
Errington Special Education Centre,SA,Government,Combined,Major Cities,-34.962236,138.547561
Bowden Brompton Community School,SA,Government,Combined,Major Cities,-34.895043,138.580071
Riverdale Primary School,SA,Government,Primary,Major Cities,-34.766448,138.613754
The Heights School,SA,Government,Combined,Major Cities,-34.811143,138.682725
Burra Community School,SA,Government,Combined,Outer Regional,-33.676848,138.93781
Craigmore South Primary School,SA,Government,Primary,Major Cities,-34.70978,138.706148
Stirling North Primary School,SA,Government,Primary,Outer Regional,-32.513732,137.837712
Munno Para Primary School,SA,Government,Primary,Major Cities,-34.669751,138.700613
Moonta Area School,SA,Government,Combined,Outer Regional,-34.070885,137.59135
Pipalyatjara Anangu School,SA,Government,Combined,Very Remote,-26.162537,129.172134
Mimili Anangu School,SA,Government,Combined,Very Remote,-27.006258,132.708658
Sheidow Park Primary School,SA,Government,Primary,Major Cities,-35.071074,138.533052
Mount Barker South Primary School,SA,Government,Primary,Major Cities,-35.080093,138.859874
Ardtornish Primary School,SA,Government,Primary,Major Cities,-34.833595,138.704599
Gordon Education Centre,SA,Government,Combined,Outer Regional,-37.825123,140.768224
Mulga Street Primary School,SA,Government,Primary,Outer Regional,-37.811663,140.759988
Thiele Primary School,SA,Government,Primary,Major Cities,-35.067805,138.594104
Aberfoyle Park High School,SA,Government,Secondary,Major Cities,-35.073158,138.594931
Adelaide Secondary School of English,SA,Government,Secondary,Major Cities,-34.886429,138.566342
Kenmore Park Anangu School,SA,Government,Combined,Very Remote,-26.327188,132.446337
Woodcroft Primary School,SA,Government,Primary,Major Cities,-35.10505,138.556331
The Pines School,SA,Government,Primary,Major Cities,-34.77288,138.607741
Kaurna Plains School,SA,Government,Combined,Major Cities,-34.725693,138.664561
Port Lincoln Special School,SA,Government,Combined,Remote,-34.741941,135.846117
Roxby Downs Area School,SA,Government,Combined,Remote,-30.560299,136.897084
Golden Grove High School,SA,Government,Secondary,Major Cities,-34.792874,138.696789
Burton Primary School,SA,Government,Primary,Major Cities,-34.741477,138.597764
Keithcot Farm Primary School,SA,Government,Primary,Major Cities,-34.800056,138.676961
Golden Grove Primary School,SA,Government,Primary,Major Cities,-34.786332,138.708915
Settlers Farm Campus R-6,SA,Government,Primary,Major Cities,-34.756588,138.595761
Blakeview Primary School,SA,Government,Primary,Major Cities,-34.687809,138.699956
Seaford Rise Primary School,SA,Government,Primary,Major Cities,-35.199278,138.487571
Greenwith Primary School,SA,Government,Primary,Major Cities,-34.77021,138.720617
Murputja Anangu School,SA,Government,Combined,Very Remote,-26.159381,130.183673
Hewett Primary School,SA,Government,Primary,Major Cities,-34.57568732,138.7502581
Playford Primary School,SA,Government,Primary,Major Cities,-34.68844934,138.7125013
Sturt Street Community School,SA,Government,Primary,Major Cities,-34.933817,138.590211
Mark Oliphant College (B-12),SA,Government,Combined,Major Cities,-34.665475,138.683575
Catherine McAuley School,SA,Catholic,Primary,Major Cities,-34.68901399,138.7120117
St Francis Xavier's Regional Catholic School,SA,Catholic,Primary,Major Cities,-34.80216,138.699787
Cardijn College - Marian Campus,SA,Catholic,Secondary,Major Cities,-35.14545072,138.4976305
Gleeson College,SA,Catholic,Secondary,Major Cities,-34.795321,138.696688
St Columba College,SA,Catholic,Combined,Major Cities,-34.672019,138.666137
Samaritan College - St John's Campus,SA,Catholic,Combined,Outer Regional,-33.023798,137.55218
St Barbara's Parish School,SA,Catholic,Combined,Remote,-30.557942,136.900098
Blackfriars Priory School,SA,Catholic,Combined,Major Cities,-34.894854,138.594895
Christian Brothers College - Senior Campus,SA,Catholic,Combined,Major Cities,-34.928526,138.609052
St Mary's Memorial School,SA,Catholic,Primary,Major Cities,-34.981292,138.514716
Dominican School,SA,Catholic,Primary,Major Cities,-34.837777,138.483715
Kildare College,SA,Catholic,Secondary,Major Cities,-34.856591,138.671421
Loreto College,SA,Catholic,Combined,Major Cities,-34.927394,138.642036
Tenison Woods College,SA,Catholic,Combined,Outer Regional,-37.828252,140.754855
Mercedes College,SA,Catholic,Combined,Major Cities,-34.976008,138.629265
Mount Carmel College Secondary Campus,SA,Catholic,Secondary,Major Cities,-34.85615315,138.5223004
Our Lady of the Sacred Heart College,SA,Catholic,Secondary,Major Cities,-34.873,138.604
Rostrevor College,SA,Catholic,Combined,Major Cities,-34.901122,138.685159
St Aloysius College,SA,Catholic,Combined,Major Cities,-34.928662,138.602952
St Dominic's Priory College,SA,Catholic,Combined,Major Cities,-34.908618,138.585765
Saint Ignatius' College - Senior School Campus,SA,Catholic,Combined,Major Cities,-34.8759,138.698072
St Joseph's School,SA,Catholic,Primary,Outer Regional,-34.253733,140.458831
St Joseph's School,SA,Catholic,Primary,Major Cities,-34.903945,138.563327
St Joseph's School,SA,Catholic,Combined,Remote,-34.72671,135.855854
St Joseph's School,SA,Catholic,Primary,Outer Regional,-34.16671,140.74961
Mary MacKillop College,SA,Catholic,Secondary,Major Cities,-34.92323107,138.6427125
St Mark's College - Bosco Campus,SA,Catholic,Combined,Outer Regional,-33.20611753,138.0045443
Cabra Dominican College,SA,Catholic,Combined,Major Cities,-34.967266,138.586651
St Mary's College,SA,Catholic,Combined,Major Cities,-34.9281,138.589
St Paul's College,SA,Catholic,Combined,Major Cities,-34.8472,138.655
Star of the Sea School,SA,Catholic,Primary,Major Cities,-34.914709,138.493588
Sacred Heart College - Champagnat Campus,SA,Catholic,Combined,Major Cities,-34.995286,138.566007
St Michael's College - Secondary Campus,SA,Catholic,Combined,Major Cities,-34.914854,138.504499
Saint David's Parish School,SA,Catholic,Primary,Major Cities,-34.816087,138.72581
Holy Family Catholic School,SA,Catholic,Primary,Major Cities,-34.781836,138.60961
Thomas More College,SA,Catholic,Secondary,Major Cities,-34.779061,138.63089
School of the Nativity,SA,Catholic,Primary,Major Cities,-35.06909,138.593075
St Martin de Porres School,SA,Catholic,Primary,Major Cities,-35.07369,138.526881
Xavier College - Head Campus,SA,Catholic,Secondary,Major Cities,-34.576112,138.734345
Our Lady Queen of Peace School,SA,Catholic,Primary,Major Cities,-34.880974,138.521119
Our Lady of the River School,SA,Catholic,Primary,Outer Regional,-34.283556,140.597655
Immaculate Heart of Mary School,SA,Catholic,Primary,Major Cities,-34.89823701,138.5818552
St John Bosco School,SA,Catholic,Primary,Major Cities,-34.929302,138.549981
St Francis of Assisi School,SA,Catholic,Primary,Major Cities,-34.881915,138.674519
St John The Apostle Parish School,SA,Catholic,Primary,Major Cities,-35.129465,138.478262
St Joseph's School,SA,Catholic,Combined,Inner Regional,-33.836276,138.609983
St Gabriel's School,SA,Catholic,Primary,Major Cities,-34.851394,138.603973
St Therese School,SA,Catholic,Primary,Major Cities,-34.990002,138.5933
St Margaret Mary's School,SA,Catholic,Primary,Major Cities,-34.882934,138.562492
St Anthony's School,SA,Catholic,Primary,Major Cities,-34.969861,138.572155
St Patrick's Special School,SA,Catholic,Combined,Major Cities,-34.937041,138.63359
St Mary Magdalene's School,SA,Catholic,Primary,Major Cities,-34.733974,138.666299
St Thomas More School,SA,Catholic,Primary,Major Cities,-34.715431,138.681394
St Joseph's Parish School,SA,Catholic,Primary,Outer Regional,-33.265716,138.351827
Our Lady of La Vang School,SA,Catholic,Combined,Major Cities,-34.906911,138.538253
Our Lady of Grace School,SA,Catholic,Primary,Major Cities,-34.984032,138.533289
St Thomas' School,SA,Catholic,Primary,Major Cities,-34.953603,138.592342
St Martin's Catholic Primary School,SA,Catholic,Primary,Major Cities,-34.867085,138.628602
St Joseph's School,SA,Catholic,Primary,Major Cities,-34.890383,138.658841
Nazareth Catholic College - Findon Campus,SA,Catholic,Primary,Major Cities,-34.895058,138.532239
St James School,SA,Catholic,Primary,Outer Regional,-33.206834,138.611314
St Brigid's School,SA,Catholic,Primary,Major Cities,-34.861678,138.587265
St Joseph's School,SA,Catholic,Primary,Major Cities,-34.971049,138.614053
St Francis School,SA,Catholic,Primary,Major Cities,-34.925853,138.526172
St Albert's Catholic School,SA,Catholic,Primary,Outer Regional,-34.45484399,140.5746255
St Patrick's School,SA,Catholic,Primary,Major Cities,-34.854471,138.552328
St Anthony's Catholic Primary School,SA,Catholic,Primary,Outer Regional,-37.600228,140.359672
St Francis de Sales College,SA,Catholic,Combined,Major Cities,-35.06656802,138.8671809
St Joseph's School,SA,Catholic,Combined,Inner Regional,-35.118583,139.267352
St Joseph's Memorial School,SA,Catholic,Primary,Major Cities,-34.923688,138.640687
St Joseph's School,SA,Catholic,Primary,Major Cities,-34.846462,138.538254
St Raphael's School,SA,Catholic,Primary,Major Cities,-34.945278,138.622685
St Joseph's School,SA,Catholic,Primary,Major Cities,-34.902242,138.639817
Mary MacKillop Memorial School,SA,Catholic,Primary,Outer Regional,-37.380561,140.840272
St Joseph's School,SA,Catholic,Combined,Outer Regional,-32.975567,138.841893
St John the Baptist Catholic School,SA,Catholic,Primary,Major Cities,-34.967366,138.550997
Rosary School,SA,Catholic,Primary,Major Cities,-34.884596,138.590364
Tenison Woods Catholic Primary School,SA,Catholic,Primary,Major Cities,-34.93943,138.561084
St Bernadette's School,SA,Catholic,Primary,Major Cities,-35.002727,138.576125
St Augustine's Parish School,SA,Catholic,Primary,Major Cities,-34.763221,138.650407
Stella Maris Parish School,SA,Catholic,Primary,Major Cities,-35.026466,138.545662
St Catherine's School,SA,Catholic,Primary,Major Cities,-35.004028,138.709651
Our Lady of the Visitation School,SA,Catholic,Primary,Major Cities,-34.805364,138.500261
St Joseph's School,SA,Catholic,Primary,Major Cities,-34.91332338,138.6656505
St Monica's Parish School,SA,Catholic,Primary,Major Cities,-34.88746,138.616185
Christ the King School,SA,Catholic,Primary,Major Cities,-35.0087,138.538
St Pius X School,SA,Catholic,Primary,Major Cities,-34.868377,138.643236
Whitefriars School,SA,Catholic,Primary,Major Cities,-34.879377,138.547442
St Columba's Memorial School,SA,Catholic,Primary,Remote,-35.019657,137.599844
Caritas College,SA,Catholic,Combined,Outer Regional,-32.484292,137.749093
Antonio Catholic School,SA,Catholic,Primary,Major Cities,-35.116347,138.524727
Cardijn College - Galilee Campus,SA,Catholic,Combined,Major Cities,-35.26851368,138.4709881
Emmaus Catholic School,SA,Catholic,Primary,Major Cities,-35.103863,138.558145
All Saints Catholic Primary School,SA,Catholic,Primary,Major Cities,-35.186059,138.480264
Our Lady of Hope School,SA,Catholic,Primary,Major Cities,-34.769434,138.719799
St John's Grammar School - Secondary Campus,SA,Independent,Combined,Major Cities,-35.001044,138.620236
Prescott College,SA,Independent,Secondary,Major Cities,-34.89232523,138.5966399
Heritage College Incorporated,SA,Independent,Combined,Major Cities,-34.852418,138.640582
Crossways Lutheran School Ceduna,SA,Independent,Combined,Very Remote,-32.135305,133.676981
Calvary Lutheran Primary School,SA,Independent,Primary,Major Cities,-35.136467,138.510797
The Hills Christian Community School,SA,Independent,Combined,Inner Regional,-35.011201,138.787052
Temple Christian College,SA,Independent,Secondary,Major Cities,-34.92290832,138.5790301
Concordia College,SA,Independent,Combined,Major Cities,-34.959761,138.618183
Tyndale Christian School Strathalbyn,SA,Independent,Combined,Inner Regional,-35.255362,138.897646
Woodcroft College,SA,Independent,Combined,Major Cities,-35.113848,138.543969
Southern Montessori School,SA,Independent,Primary,Major Cities,-35.1251798,138.4789218
Sunrise Christian School Whyalla,SA,Independent,Combined,Outer Regional,-33.04169572,137.5377188
Cornerstone College,SA,Independent,Secondary,Major Cities,-35.06023135,138.8548381
Immanuel Primary School,SA,Independent,Primary,Major Cities,-34.971648,138.534865
Immanuel College,SA,Independent,Secondary,Major Cities,-34.970855,138.535954
Southern Vales Christian College - Aldinga Campus,SA,Independent,Combined,Major Cities,-35.280799,138.468556
Sunrise Christian School Morphett Vale,SA,Independent,Primary,Major Cities,-35.105889,138.537528
Sunrise Christian School Paradise,SA,Independent,Primary,Major Cities,-34.870387,138.667779
Cedar College,SA,Independent,Combined,Major Cities,-34.8546,138.634651
"Concordia College (St Peters Campus, Blackwood)",SA,Independent,Primary,Major Cities,-35.032657,138.610123
Temple Christian College - Bethany Campus,SA,Independent,Secondary,Major Cities,-34.761871,138.605464
Saint Spyridon College,SA,Independent,Primary,Major Cities,-34.95028569,138.6087185
Annesley College,SA,Independent,Primary,Major Cities,-34.942,138.598
Sunrise Christian School Naracoorte,SA,Independent,Combined,Outer Regional,-36.963756,140.753438
Seymour College,SA,Independent,Combined,Major Cities,-34.955977,138.646167
Prince Alfred College,SA,Independent,Combined,Major Cities,-34.923142,138.617615
Pulteney Grammar School,SA,Independent,Combined,Major Cities,-34.93521054,138.6027983
St Peter's College,SA,Independent,Combined,Major Cities,-34.916908,138.618412
St Peter's Collegiate Girls' School,SA,Independent,Combined,Major Cities,-34.9295859,138.6695618
Scotch College - Torrens Park Campus,SA,Independent,Combined,Major Cities,-34.982544,138.615072
Walford Anglican School for Girls,SA,Independent,Combined,Major Cities,-34.957688,138.607888
Westminster School,SA,Independent,Combined,Major Cities,-35.002183,138.552641
Wilderness School,SA,Independent,Combined,Major Cities,-34.898444,138.608521
Willunga Waldorf School,SA,Independent,Combined,Major Cities,-35.269509,138.543829
Trinity College South,SA,Independent,Combined,Major Cities,-34.63490967,138.7317984
Trinity College Blakeview,SA,Independent,Combined,Major Cities,-34.68915237,138.7022058
Harvest Christian College,SA,Independent,Combined,Outer Regional,-33.95739487,137.7118508
Trinity College Gawler River,SA,Independent,Combined,Major Cities,-34.63875672,138.6474334
Tyndale Christian School Murray Bridge,SA,Independent,Combined,Inner Regional,-35.12767,139.25641
Faith Lutheran College - Faith Campus,SA,Independent,Combined,Inner Regional,-34.52014,138.98404
