Calendar year;State/territory;School sector;School type;School count;Proportion of sector;Proportion of state;Proportion of school type
2023;Tasmania;Independent;Primary;5;3.3;2.5;14.7
2023;Tasmania;Independent;Combined;26;44.1;3.4;76.5
2023;Tasmania;Independent;Special;3;37.5;2.3;8.8
2023;Tasmania;Independent;All;34;13.0;2.9;100.0
2023;Tasmania;All;Primary;153;100.0;2.5;58.6
2023;Tasmania;All;Secondary;41;100.0;2.8;15.7
2023;Tasmania;All;Combined;59;100.0;4.2;22.6
2023;Tasmania;All;Special;8;100.0;1.5;3.1
2023;Tasmania;All;All;261;100.0;2.7;100.0
2023;Northern Territory;Government;Primary;63;85.1;1.3;41.7
2023;Northern Territory;Government;Secondary;15;62.5;1.4;9.9
2023;Northern Territory;Government;Combined;68;75.6;13.5;45.0
2023;Northern Territory;Government;Special;5;83.3;1.5;3.3
2023;Northern Territory;Government;All;151;77.8;2.2;100.0
2023;Northern Territory;Catholic;Primary;8;10.8;0.6;44.4
2023;Northern Territory;Catholic;Secondary;4;16.7;1.3;22.2
2023;Northern Territory;Catholic;Combined;5;5.6;3.1;27.8
2023;Northern Territory;Catholic;Special;1;16.7;2.1;5.6
2023;Northern Territory;Catholic;All;18;9.3;1.0;100.0
2023;Northern Territory;Independent;Primary;3;4.1;1.5;12.0
2023;Northern Territory;Independent;Secondary;5;20.8;7.7;20.0
2023;Northern Territory;Independent;Combined;17;18.9;2.2;68.0
2023;Northern Territory;Independent;All;25;12.9;2.2;100.0
2023;Northern Territory;All;Primary;74;100.0;1.2;38.1
2023;Northern Territory;All;Secondary;24;100.0;1.7;12.4
2023;Northern Territory;All;Combined;90;100.0;6.3;46.4
2023;Northern Territory;All;Special;6;100.0;1.2;3.1
2023;Northern Territory;All;All;194;100.0;2.0;100.0
2023;Australian Capital Territory;Government;Primary;58;68.2;1.2;64.4
2023;Australian Capital Territory;Government;Secondary;19;76.0;1.8;21.1
2023;Australian Capital Territory;Government;Combined;9;40.9;1.8;10.0
2023;Australian Capital Territory;Government;Special;4;80.0;1.2;4.4
2023;Australian Capital Territory;Government;All;90;65.7;1.3;100.0
2023;Australian Capital Territory;Catholic;Primary;24;28.2;1.9;75.0
2023;Australian Capital Territory;Catholic;Secondary;6;24.0;1.9;18.8
2023;Australian Capital Territory;Catholic;Combined;2;9.1;1.3;6.3
2023;Australian Capital Territory;Catholic;All;32;23.4;1.8;100.0
2023;Australian Capital Territory;Independent;Primary;3;3.5;1.5;20.0
2023;Australian Capital Territory;Independent;Combined;11;50.0;1.5;73.3
2023;Australian Capital Territory;Independent;Special;1;20.0;0.8;6.7
2023;Australian Capital Territory;Independent;All;15;10.9;1.3;100.0
2023;Australian Capital Territory;All;Primary;85;100.0;1.4;62.0
2023;Australian Capital Territory;All;Secondary;25;100.0;1.7;18.2
2023;Australian Capital Territory;All;Combined;22;100.0;1.5;16.1
2023;Australian Capital Territory;All;Special;5;100.0;1.0;3.6
2023;Australian Capital Territory;All;All;137;100.0;1.4;100.0
2023;Australia;Government;Primary;4,801;77.0;100.0;71.5
2023;Australia;Government;Secondary;1,067;73.5;100.0;15.9
2023;Australia;Government;Combined;503;35.4;100.0;7.5
2023;Australia;Government;Special;341;65.6;100.0;5.1
2023;Australia;Government;All;6,712;69.7;100.0;100.0
2023;Australia;Catholic;Primary;1,237;19.8;100.0;70.1
2023;Australia;Catholic;Secondary;320;22.0;100.0;18.1
2023;Australia;Catholic;Combined;160;11.3;100.0;9.1
2023;Australia;Catholic;Special;47;9.0;100.0;2.7
2023;Australia;Catholic;All;1,764;18.3;100.0;100.0
2023;Australia;Independent;Primary;199;3.2;100.0;17.3
2023;Australia;Independent;Secondary;65;4.5;100.0;5.6
2023;Australia;Independent;Combined;757;53.3;100.0;65.7
2023;Australia;Independent;Special;132;25.4;100.0;11.4
2023;Australia;Independent;All;1,153;12.0;100.0;100.0
2023;Australia;All;Primary;6,237;100.0;100.0;64.8
2023;Australia;All;Secondary;1,452;100.0;100.0;15.1
2023;Australia;All;Combined;1,420;100.0;100.0;14.7
2023;Australia;All;Special;520;100.0;100.0;5.4
2023;Australia;All;All;9,629;100.0;100.0;100.0
2022;New South Wales;Government;Primary;1,602;76.8;33.4;74.5
2022;New South Wales;Government;Secondary;369;72.5;34.8;17.2
2022;New South Wales;Government;Combined;66;19.2;13.1;3.1
2022;New South Wales;Government;Special;114;63.0;33.4;5.3
2022;New South Wales;Government;All;2,151;68.9;32.1;100.0
2022;New South Wales;Catholic;Primary;420;20.1;34.0;70.4
2022;New South Wales;Catholic;Secondary;129;25.3;39.7;21.6
2022;New South Wales;Catholic;Combined;34;9.9;21.7;5.7
2022;New South Wales;Catholic;Special;14;7.7;29.8;2.3
2022;New South Wales;Catholic;All;597;19.1;33.8;100.0
2022;New South Wales;Independent;Primary;64;3.1;31.7;17.2
2022;New South Wales;Independent;Secondary;11;2.2;18.3;3.0
2022;New South Wales;Independent;Combined;244;70.9;32.3;65.6
2022;New South Wales;Independent;Special;53;29.3;40.2;14.2
2022;New South Wales;Independent;All;372;11.9;32.4;100.0
2022;New South Wales;All;Primary;2,086;100.0;33.5;66.9
2022;New South Wales;All;Secondary;509;100.0;35.2;16.3
2022;New South Wales;All;Combined;344;100.0;24.3;11.0
2022;New South Wales;All;Special;181;100.0;34.8;5.8
2022;New South Wales;All;All;3,120;100.0;32.5;100.0
2022;Victoria;Government;Primary;1,137;72.4;23.7;73.2
2022;Victoria;Government;Secondary;250;72.9;23.6;16.1
2022;Victoria;Government;Combined;85;34.1;16.8;5.5
2022;Victoria;Government;Special;82;70.7;24.0;5.3
2022;Victoria;Government;All;1,554;68.2;23.2;100.0
2022;Victoria;Catholic;Primary;395;25.1;31.9;79.0
2022;Victoria;Catholic;Secondary;84;24.5;25.8;16.8
2022;Victoria;Catholic;Combined;14;5.6;8.9;2.8
2022;Victoria;Catholic;Special;7;6.0;14.9;1.4
2022;Victoria;Catholic;All;500;21.9;28.3;100.0
2022;Victoria;Independent;Primary;39;2.5;19.3;17.3
2022;Victoria;Independent;Secondary;9;2.6;15.0;4.0
2022;Victoria;Independent;Combined;150;60.2;19.9;66.7
2022;Victoria;Independent;Special;27;23.3;20.5;12.0
2022;Victoria;Independent;All;225;9.9;19.6;100.0
2022;Victoria;All;Primary;1,571;100.0;25.2;68.9
2022;Victoria;All;Secondary;343;100.0;23.8;15.1
2022;Victoria;All;Combined;249;100.0;17.6;10.9
2022;Victoria;All;Special;116;100.0;22.3;5.1
2022;Victoria;All;All;2,279;100.0;23.7;100.0
2022;Queensland;Government;Primary;915;80.2;19.1;73.3
2022;Queensland;Government;Secondary;192;69.6;18.1;15.4
2022;Queensland;Government;Combined;92;33.0;18.2;7.4
2022;Queensland;Government;Special;49;51.6;14.4;3.9
2022;Queensland;Government;All;1,248;69.7;18.6;100.0
2022;Queensland;Catholic;Primary;197;17.3;15.9;62.7
2022;Queensland;Catholic;Secondary;65;23.6;20.0;20.7
2022;Queensland;Catholic;Combined;38;13.6;24.2;12.1
2022;Queensland;Catholic;Special;14;14.7;29.8;4.5
2022;Queensland;Catholic;All;314;17.5;17.8;100.0
2022;Queensland;Independent;Primary;29;2.5;14.4;12.7
2022;Queensland;Independent;Secondary;19;6.9;31.7;8.3
2022;Queensland;Independent;Combined;149;53.4;19.7;65.1
2022;Queensland;Independent;Special;32;33.7;24.2;14.0
2022;Queensland;Independent;All;229;12.8;19.9;100.0
2022;Queensland;All;Primary;1,141;100.0;18.3;63.7
2022;Queensland;All;Secondary;276;100.0;19.1;15.4
2022;Queensland;All;Combined;279;100.0;19.7;15.6
2022;Queensland;All;Special;95;100.0;18.3;5.3
2022;Queensland;All;All;1,791;100.0;18.6;100.0
2022;South Australia;Government;Primary;349;80.0;7.3;68.7
2022;South Australia;Government;Secondary;67;78.8;6.3;13.2
2022;South Australia;Government;Combined;74;44.6;14.7;14.6
2022;South Australia;Government;Special;18;64.3;5.3;3.5
2022;South Australia;Government;All;508;71.0;7.6;100.0
2022;South Australia;Catholic;Primary;60;13.8;4.9;58.3
2022;South Australia;Catholic;Secondary;10;11.8;3.1;9.7
2022;South Australia;Catholic;Combined;28;16.9;17.8;27.2
2022;South Australia;Catholic;Special;5;17.9;10.6;4.9
2022;South Australia;Catholic;All;103;14.4;5.8;100.0
2022;South Australia;Independent;Primary;27;6.2;13.4;26.0
2022;South Australia;Independent;Secondary;8;9.4;13.3;7.7
2022;South Australia;Independent;Combined;64;38.6;8.5;61.5
2022;South Australia;Independent;Special;5;17.9;3.8;4.8
2022;South Australia;Independent;All;104;14.5;9.1;100.0
2022;South Australia;All;Primary;436;100.0;7.0;61.0
2022;South Australia;All;Secondary;85;100.0;5.9;11.9
2022;South Australia;All;Combined;166;100.0;11.7;23.2
2022;South Australia;All;Special;28;100.0;5.4;3.9
2022;South Australia;All;All;715;100.0;7.4;100.0
2022;Western Australia;Government;Primary;546;79.7;11.4;67.7
2022;Western Australia;Government;Secondary;112;78.3;10.6;13.9
2022;Western Australia;Government;Combined;84;40.6;16.6;10.4
2022;Western Australia;Government;Special;65;80.2;19.1;8.1
2022;Western Australia;Government;All;807;72.3;12.0;100.0
2022;Western Australia;Catholic;Primary;109;15.9;8.8;66.5
2022;Western Australia;Catholic;Secondary;22;15.4;6.8;13.4
2022;Western Australia;Catholic;Combined;28;13.5;17.8;17.1
2022;Western Australia;Catholic;Special;5;6.2;10.6;3.0
2022;Western Australia;Catholic;All;164;14.7;9.3;100.0
2022;Western Australia;Independent;Primary;30;4.4;14.9;20.7
2022;Western Australia;Independent;Secondary;9;6.3;15.0;6.2
2022;Western Australia;Independent;Combined;95;45.9;12.6;65.5
2022;Western Australia;Independent;Special;11;13.6;8.3;7.6
2022;Western Australia;Independent;All;145;13.0;12.6;100.0
2022;Western Australia;All;Primary;685;100.0;11.0;61.4
2022;Western Australia;All;Secondary;143;100.0;9.9;12.8
2022;Western Australia;All;Combined;207;100.0;14.6;18.5
2022;Western Australia;All;Special;81;100.0;15.6;7.3
2022;Western Australia;All;All;1,116;100.0;11.6;100.0
2022;Tasmania;Government;Primary;125;80.6;2.6;65.8
2022;Tasmania;Government;Secondary;36;87.8;3.4;18.9
2022;Tasmania;Government;Combined;25;43.1;5.0;13.2
2022;Tasmania;Government;Special;4;50.0;1.2;2.1
2022;Tasmania;Government;All;190;72.5;2.8;100.0
2022;Tasmania;Catholic;Primary;24;15.5;1.9;63.2
2022;Tasmania;Catholic;Secondary;5;12.2;1.5;13.2
2022;Tasmania;Catholic;Combined;8;13.8;5.1;21.1
2022;Tasmania;Catholic;Special;1;12.5;2.1;2.6
2022;Tasmania;Catholic;All;38;14.5;2.2;100.0
2022;Tasmania;Independent;Primary;6;3.9;3.0;17.6
2022;Tasmania;Independent;Combined;25;43.1;3.3;73.5
2022;Tasmania;Independent;Special;3;37.5;2.3;8.8
2022;Tasmania;Independent;All;34;13.0;3.0;100.0
2022;Tasmania;All;Primary;155;100.0;2.5;59.2
2022;Tasmania;All;Secondary;41;100.0;2.8;15.6
2022;Tasmania;All;Combined;58;100.0;4.1;22.1
2022;Tasmania;All;Special;8;100.0;1.5;3.1
2022;Tasmania;All;All;262;100.0;2.7;100.0
2022;Northern Territory;Government;Primary;61;83.6;1.3;40.4
2022;Northern Territory;Government;Secondary;14;63.6;1.3;9.3
2022;Northern Territory;Government;Combined;71;76.3;14.1;47.0
2022;Northern Territory;Government;Special;5;83.3;1.5;3.3
2022;Northern Territory;Government;All;151;77.8;2.3;100.0
2022;Northern Territory;Catholic;Primary;8;11.0;0.6;44.4
2022;Northern Territory;Catholic;Secondary;4;18.2;1.2;22.2
2022;Northern Territory;Catholic;Combined;5;5.4;3.2;27.8
2022;Northern Territory;Catholic;Special;1;16.7;2.1;5.6
2022;Northern Territory;Catholic;All;18;9.3;1.0;100.0
2022;Northern Territory;Independent;Primary;4;5.5;2.0;16.0
2022;Northern Territory;Independent;Secondary;4;18.2;6.7;16.0
2022;Northern Territory;Independent;Combined;17;18.3;2.3;68.0
2022;Northern Territory;Independent;All;25;12.9;2.2;100.0
2022;Northern Territory;All;Primary;73;100.0;1.2;37.6
2022;Northern Territory;All;Secondary;22;100.0;1.5;11.3
2022;Northern Territory;All;Combined;93;100.0;6.6;47.9
2022;Northern Territory;All;Special;6;100.0;1.2;3.1
2022;Northern Territory;All;All;194;100.0;2.0;100.0
2022;Australian Capital Territory;Government;Primary;59;68.6;1.2;65.6
2022;Australian Capital Territory;Government;Secondary;19;76.0;1.8;21.1
2022;Australian Capital Territory;Government;Combined;8;38.1;1.6;8.9
2022;Australian Capital Territory;Government;Special;4;80.0;1.2;4.4
2022;Australian Capital Territory;Government;All;90;65.7;1.3;100.0
2022;Australian Capital Territory;Catholic;Primary;24;27.9;1.9;75.0
2022;Australian Capital Territory;Catholic;Secondary;6;24.0;1.8;18.8
2022;Australian Capital Territory;Catholic;Combined;2;9.5;1.3;6.3
2022;Australian Capital Territory;Catholic;All;32;23.4;1.8;100.0
2022;Australian Capital Territory;Independent;Primary;3;3.5;1.5;20.0
2022;Australian Capital Territory;Independent;Combined;11;52.4;1.5;73.3
2022;Australian Capital Territory;Independent;Special;1;20.0;0.8;6.7
2022;Australian Capital Territory;Independent;All;15;10.9;1.3;100.0
2022;Australian Capital Territory;All;Primary;86;100.0;1.4;62.8
2022;Australian Capital Territory;All;Secondary;25;100.0;1.7;18.2
2022;Australian Capital Territory;All;Combined;21;100.0;1.5;15.3
2022;Australian Capital Territory;All;Special;5;100.0;1.0;3.6
2022;Australian Capital Territory;All;All;137;100.0;1.4;100.0
2022;Australia;Government;Primary;4,794;76.9;100.0;71.6
